Rosie O'Donnell,43
Rubber Gloves,99
Running A Marathon,21
Rush Limbaugh,14
Russia,12
Rust,20
Saddam Hussein,98
Sailors,7
Salads,19
Salsa Dancing,83
Salvador Dali,27
Samuel L. Jackson,2
Saturday Cartoons,71
San Francisco,87
Saturn,44
Scavenger Hunt,33
Scene Of The Crime,58
Schindler's List,84
Science Fair Projects,93
Science Fiction,28
Screeching,13
Sean Connery,2
Shania Twain,15
Sharks,7
Shopping Mall,61
Silk,54
Silly Putty,46
Skateboarding,74
Skiing,74
Skinheads,35
Skunks,86
Skydiving,74
Sleeping Pills,57
Slivers,13
Sloppy Joes,80
Smithsonian Institution,76
Snakes,86
Snow,68
Social Security,81
Socks,4
South Africa,12
South Park,71
Soy Sauce,41
Spam,46
Speeding Tickets,72
Spiders,86
Spike Lee,2
Spilled Milk,51
Spit,57
Spontaneous Combustion,88
Sport Utility Vehicles,72
Sports Channels,79
Star Fruit,1
Starry Night,8
State Fair,10
Steak And Potatoes,34
Stephen King,70
Steve Martin,14
Steven Spielberg,2
Stonehenge,16
Strawberry Shortcake,75
Stubbed Toes,62
Stunt People,35
Summer Camp,10
Sunday Drivers,72
Superman,64
Supermodels,35
Surfing The Net,24
Sushi,19
Swiss Bank Accounts,22
Swiss Chocolate,60
Swiss Cheese,41
Taking A Bath,24
Talk Radio,92
Teachers,5
Telemarketers,53
Televangelists,89
Television,11
Telling The Truth,22
Terrorist Attack,73
Thanksgiving Day,82
The 1920s,36
The 1950s,36
The 1960s,36
The 1970s,36
The 1980s,36
The 21st Century,46
The Academy Awards,71
The Beach,16
The Beatles,85
The CIA,35
The Cold War,73
The Common Loon,9
The Dallas Cowboys,32
The Dump,47
The Eiffel Tower,44
The Electric Chair,62
The End Of The World,77
The Everglades,55
The Far Left,89
The Far Right,89
The FBI,35
The First Day Of School,77
The French Riviera,16
The Godfather,84
The Grand Canyon,55
The Grateful Dead,23
The Great Chicago Fire,88
The Great Depression,36
The Green Bay Packers,32
The Gulf War,77
The Indy 500,21
The Internet,61
The IRS,81
The JFK Assassination,77
The KKK,89
The Land Of Oz,16
The Little Mermaid,84
The Mafia,35
The Marx Brothers,45
The Metric System,44
The Midwest,76
The Milky Way,44
The Mississippi River,76
The National Enquirer,89
The New York Yankees,32
The NRA,89
The Ocean,16
The Old Man And The Sea,7
The Olympics,79
The Opera,92
The Ozone Layer,44
The Pentagon,18
The Pyramids,55
The Renaissance,70
The Rolling Stones,85
The San Andreas Fault,55
The South,76
The Statue Of Liberty,44
The Super Bowl,82
The Supreme Court,89
The Three Tenors,92
The Titanic,7
The Universe,44
The Vatican,12
The Vietnam Memorial,82
The Williams Sisters,45
The Wright Brothers,18
The YMCA,10
Thomas Edison,31
Thunder,42
Tibet,12
Ticks,86
Tidal Waves,93
Tiger Woods,14
Toasted Marshmallows,37
Toasters,37
Tobacco Companies,57
Toes,13
Tom Cruise,2
Tom Hanks,2
Top Of A Rollercoaster,52
Tornadoes,93
Toys,48
Trailer Parks,10
Trampolines,74
Tree Huggers,35
Truck Stops,72
Tyrannosaurus Rex,30
Underwear,4
United Nations,95
Vacations,10
Vampires,86
Victorian England,36
Video Games,11
Vietnam,12
Vincent Van Gogh,27
Violins,92
VW Beetles,72
Waco,76
Wall Street,87
Walt Disney,98
Warts,96
Watching Football,79
Water Parks,10
Waterbeds,93
Waterfalls,55
Watermelons,1
Weapons Dealers,35
Weddings,3
Wheat,91
Wheel Of Fortune,71
Whipped Cream,60
Whips,93
Whoopie Goldberg,97
Will Smith,2
William Shakespeare,70
Wimbledon,79
Windsurfing,74
Wine Tasting,21
Winning The Lottery,22
Witch Hunts,28
Women,63
Women's Soccer,79
Wood Chippers,25
Woodstock,92
Woody Allen,2
Worms,86
X-Ray Vision,46
X-Rays,25
Yellowstone Park,55
Zen,16
Zucchini,91
A Cabin In The Woods,39
A Can Of Worms,86
A Few Good Men,26
A Fool & His Money,22
A French Maid,6
A Hole In One,33
A Little White Lie,6
A Million Dollars,22
A Mummy,6
A Ringing In My Ears,13
A Spare Tire,72
Abbot & Costello,45
Adam & Eve,45
Alan Greenspan,98
AM & FM,92
Amsterdam,87
Ancient Rome,36
Anna & The King,30
Anna Kournikova,43
Anthrax,49
Antiques Roadshow,71
Antony & Cleopatra,30
Apples & Oranges,1
Aristotle,70
Arm & A Leg,62
Armadillo,9
Arnold Schwarzenegger,14
Aroma Therapy,99
Arsenic & Old Lace,54
Assault & Battery,58
Bagels And Lox,34
Ball & Chain,33
Ballroom Dancing,83
Barbie & Ken,45
Baseball,79
Batman & Robin,64
Bats & Balls,33
BB Guns,93
Beanbag Chairs,48
Beauty & The Beast,84
Beavis & Butt-Head,45
Bed & Breakfast,40
Beer & Pretzels,80
Being & Nothingness,67
Bells & Whistles,33
Bert & Ernie,45
Big Bird,50
Bill & Ted,45
Billy Crystal,2
Black Cats,9
Black Licorice,91
Black Lingerie,4
Blackouts,62
Blood & Tears,23
Blue Velvet,54
Boardwalk & Park Place,61
Body & Soul,23
Body Snatchers,28
Bodybuilders,53
Bonnie & Clyde,45
Bora Bora,16
Bow & Arrows,33
Bowling,79
Bread & Water,34
Breaking & Entering,58
Bride & Groom,3
Brooks & Dunn,85
Brothers & Sisters,45
Bulls & Bears,32
Bumper Cars,48
Burger & Fries,80
Buttons & Bows,33
Calvin & Hobbs,32
Camelot,16
Carlos Santana,15
Carrot & A Stick,33
Cat & Mouse,45
Catherine Zeta-Jones,97
Cats & Dogs,59
Catsup & Mustard,34
Cauliflower,91
Caviar,41
Chain Link Fences,0
Charles & Diana,30
Chat Rooms,11
Chips & Dip,80
Chips & Salsa,34
Chutes & Ladders,33
Circus Peanuts,94
Cleveland,87
Cloned Sheep,50
Cockles & Mussels,50
Colin Powell,98
Comic Books,11
Convenience Stores,61
Cops & Robbers,71
Corn Fields,0
Corned Beef & Cabbage,34
Corrugated Cardboard,25
Cottage Cheese,41
Coughing & Sneezing,49
Cowboys,32
Cowboys & Indians,32
Crabs,86
Crash & Burn,72
Cream & Sugar,60
Crime & Punishment,58
Cup & Saucer,33
Curds & Whey,60
Currier & Ives,23
Cut & Curl,38
D-Day,77
Dallas & Fort Worth,87
David & Goliath,30
Day Care Centers,10
Death & Dying,67
Death & Taxes,81
Dinner & A Movie,3
Doctors & Dentists,17
Dodo Birds,50
Dog Days,59
Doing The Hokey-Pokey,56
Dollars & Cents,22
Double Thick Malts,60
Dr. Evil,64
Dr. Jekyll & Mr. Hyde,45
Dr. Laura,14
Drew Barrymore,97
Drew Carey,2
Drinking & Driving,72
Drunk Drivers,72
Dumb Blonde Jokes,13
Dungeons & Dragons,11
Dustin Hoffman,2
Ebony & Ivory,54
Eggplant,91
Emergency Rooms,95
Exterminators,86
Fairies,86
Faith Hill,15
Fame & Fortune,22
Fat,80
Fear & Loathing,84
Ferdinand & Isabella,30
Fertilizer,91
Field & Stream,46
Fish & Chips,34
Flannel Shirts,4
Flash Floods,93
Florence Nightengale,97
Flowers & Candy,66
Folk Music,92
Food & Shelter,22
Food Poisoning,49
Foot & Mouth,49
Forever & Ever,67
Fortune Cookies,37
Freaks & Geeks,71
Fred & Ginger,45
Fred & Wilma,45
Fred Flintstone,14
Friends & Family,26
Frisbees,48
Frog & Toad,45
Gardening,24
George & Jane,45
Gettysburg,76
Ghosts & Goblins,28
Gilligan's Island,71
Ginger & Mary Ann,45
Giraffes,9
Go Karts,72
Going On A Cruise,3
Gold & Silver,33
Good & Plenty,80
Goose & The Gander,50
Gourmet Coffee Shops,40
Grease,23
Grease & Grime,23
Haiku,92
Hammer & Nails,23
Hammer & Sickle,33
Hang Gliding,74
Hansel & Gretel,45
Hard Boiled Eggs,34
Harrison Ford,2
Harry Potter,84
Harvard & Yale,5
Hawks & Doves,50
Head Lice,13
Heart & Soul,23
Heaven & Hell,16
Herb Gardens,0
Here & There,52
Hills & Valleys,55
Hip Hop,85
Hit & Run,72
Hollywood & Vine,71
Hook & Ladder Trucks,25
Hootie & The Blowfish,23
Horse & Cart,21
Hospital Gowns,4
Hotels & Motels,40
House & Home,22
Howard Stern,14
Husbands & Wives,63
Ice & Snow,68
In The Doghouse,52
Irrational Fears,28
Jenna & Barbara,45
John Wayne,64
Johnny Depp,2
Jonah & The Whale,30
Junkyard Dogs,59
Jurassic Park,84
King Tut,31
Kiss & Tell,66
Knife & Fork,33
Knitting Needles,13
Lady & The Tramp,84
Lance Armstrong,14
Lassie,78
Last Night,36
Last Will & Testament,81
Laurel & Hardy,45
Laverne & Shirley,71
Law & Order,71
Leather & Lace,54
Lemon & Lime,1
Lemon Meringue Pie,75
Lethal Injection,62
Lewis & Clark,31
Liberty & Justice,81
Linguine With Clam Sauce,41
Lions & Tigers,32
Liposuction,17
Liver And Onions,91
Loch Ness Monster,78
Lock & Key,23
Lock & Load,23
Looney Tunes,78
Love & Marriage,67
Lox & Bagels,34
Lucy & Desi,45
M & M's,80
Macaroni & Cheese,41
Mae West,97
Maggots,86
Maple Syrup,60
Marlon Brando,2
Matzo Balls,94
Maui,16
Maximum Security Prison,58
Me & My Shadow,26
Meat & Potatoes,34
Meat Markets,61
Mensa High IQ Society,5
Mickey & Minnie,45
Migraine Headaches,96
Milk & Cookies,60
Milwaukee,87
Minneapolis & St. Paul,87
Mom & Apple Pie,75
Mom & Pop,45
Mom's Cooking,41
Monitor & The Merrimac,46
Monkeys,29
Moon & The Stars,44
Mount Vesuvius,55
Mutual Funds,22
My Father,26
My Life,22
My Memories,22
My Mother,26
NASA,44
Nashville,76
New Yorkers,35
Nirvana,92
North & South Dakota,76
Nosebleeds,49
*NSYNC,85
Nuts & Bolts,33
Odds & Ends,33
Oil & Filter,25
Oil & Vinegar,99
Old Age,81
Ordinary People,35
Pail & Shovel,25
Panning For Gold,33
Paul McCartney & Wings,15
Peace & Love,67
Peace & Quiet,16
Peaches & Cream,75
Peanut Butter & Jelly,34
Peanuts & Popcorn,34
Pebbles & Bamm-Bamm,23
Pencil & Paper,33
Penn & Teller,71
Pez Dispensers,25
Phone & Fax,46
Pineapple,1
Pink Flamingos,9
Pins & Needles,49
Playing Golf,79
Pole Vaulting,74
Pomp & Circumstance,3
Porcupines,9
Pork & Beans,34
Power & Glory,56
President Bush,98
Pride & Prejudice,84
Queen Elizabeth II,43
R & B,85
R & D,46
R & R,11
Raves,3
Reading & Writing,11
Regis & ...,45
Rice & Beans,34
Rice Krispies Treats,37
Richard Simmons,14
Rio De Janeiro,87
Road Rage,72
Robin Hood,64
Rock & Roll,23
Rod & Reel,69
Rogers & Hammerstein,45
Rope Burns,62
Rusty Nails,13
Salt 'N Pepa,23
Salt & Pepper,34
Sand & Surf,16
Sandra Bullock,97
Scented Candles,99
Shake & Bake,41
Shave & A Haircut,38
Shipwrecks,7
Sigmund Freud,70
Sin & Redemption,81
Sitcoms,71
Skin & Bones,62
Slash & Burn,23
Slasher Films,28
Slice & Dice,19
Slip & Fall,56
Slobodan Milosevic,98
Smith & Wesson,61
Smoke & Mirrors,56
Snips & Snails,86
Snoopy & The Red Barron,78
Space & Time,44
Spiders & Snakes,86
Spit & Polish,99
Stalactites & Stalagmites,55
Stamp Collecting,22
Stanley & Livingston,45
Stars & Stripes,23
Sticks & Stones,33
Stocks & Bonds,22
Stop Signs,72
Strained Peas,91
Street Mimes,35
Stretch Limos,72
Strip Malls,61
Sugar & Spice,34
Suit & Tie,65
Sumo Wrestlers,35
Surf & Turf,16
Surprise Parties,3
Tarred & Feathered,50
Tarzan & Jane,30
Tattoo Parlors,61
Tea & Crumpets,34
The 1990s,36
The Atlantic & Pacific,16
The Big Dipper,44
The Birds & The Bees,50
The Chicken & The Egg,50
The Dalai Lama,98
The Dixie Chicks,89
The Graveyard Shift,47
The Great Barrier Reef,55
The Great Wall Of China,44
The Ice Age,68
The Judge,14
The Mounties,35
The North Pole,44
The Princess & The Pea,84
The Scarlet Letter,84
The Symphony,92
The Three Stooges,45
The U.S. Constitution,81
The Young & The Restless,71
Thelma & Louise,84
Three Men & A Baby,67
Thunder & Lightning,42
Timbuktu,12
Time Travel,56
Timothy McVey,14
Tom & Jerry,45
Tony Blair,98
Track & Field,79
Tractors,25
Treasure Hunting,47
Trekkies,35
Trinidad & Tobago,12
Truth & Justice,81
Turkey & Stuffing,34
Tyra Banks,43
Umbrella Drinks,93
Urban Sprawl,87
Velcro,62
Venus & Mars,44
Viagra,57
Volcanoes,55
War & Peace,73
Washer & Dryer,25
Waxing The Floor,38
Weed & Feed,80
Weird Al Yankovic,15
Whips & Chains,33
White Collar Crime,58
Will & Grace,71
Working Out,24
Xena,30
Yin & Yang,8
Zippers,4
Zombies,86
4-H Clubs,10
A Blackberry,1
A Blind Date,3
A Broken Nose,62
A Comb-Over,38
A Damsel In Distress,6
A French Bakery,90
A Galaxy,44
A Genie,6
A Good Education,5
A Midnight Snack,37
A Miracle,56
A One-Horse Town,21
A Pool Boy,10
A Rump Roast,75
Acne,96
Action Figures,48
Acupuncture,17
Airplane Restrooms,18
Alaskan Pipeline,76
Alcoholism,57
Alimony,81
Almond Joy,60
Aluminum Siding,25
American Beauty,84
American Idol,71
An Autopsy,62
Anarchy,81
Angelina Jolie,43
Angels,35
Appalachians,55
Aretha Franklin,15
Avalanches,68
Baghdad,87
Barbra Streisand,97
Bette Midler,97
Big Bellies,80
Bill Cosby,14
Bird Flu,49
Black Eyed Peas,85
Black Widows,86
Blackmail,58
Boa Constrictor,50
Book Clubs,11
Boomerangs,93
Boston Strangler,23
Boston Tea Party,77
Botox,17
Bowling Balls,33
Box Cutters,25
Boys Night Out,10
Breast Implants,17
Broccoli,91
Bruce Lee,64
Budapest,87
Buffalo Soldiers,32
Bulging Biceps,56
Burger King,61
Butter,60
Cabin In The Woods,39
Calculus,46
Cameron Diaz,97
Cannibals,86
Car Insurance,72
Carrots,1
Cashmere Sweaters,4
Caterpillars,86
Central Park,87
Champagne,60
Chaps,35
Chick Flicks,84
Chicken Dance,83
Chicken Feed,34
Chicken,50
Chicks,63
Christopher Reeve,64
Christopher Walken,2
Cigars,57
Cinnamon Toast,37
Cleveland Indians,32
Clinical Depression,49
Coastal Erosion,55
Cockpit Recordings,18
Cocktail Parties,3
Conservatives,89
Corsets,65
Cowboy Boots,65
Cowgirls,63
Cream Puffs,37
Cream Rinse,99
Credit Cards,22
Crisis Centers,95
Crop Circles,13
Cross Dressing,65
Cucumbers,1
Dallas,87
Danny Glover,2
Desperate Housewives,71
Diane Keaton,97
Diet Pills,57
Dirty Dancing,84
DNA Testing,17
Domestic Partners,63
Don King,14
Donald Trump,14
Doomsday,77
Down Comforters,4
Dr. Phil,14
Dreams,28
Drive-In Movies,40
Drooling,67
Duck Decoys,50
Duckbill Platypus,50
EBay,61
Egg Rolls,37
Elvis Impersonators,35
Emeril LaGasse,14
Empire State Building,87
Energizer Bunny,78
Engineers,53
Enron,89
Evolution,29
Exchange Students,5
Facial Hair,38
Factory Work,25
Fangs,17
Farm Animals,29
Father's Day,82
FEMA,88
Fight Club,84
Fire Ants,86
Fire Hydrants,88
Fire-Eaters,88
Fireside Chats,88
First Born,67
Fjords,55
Flannel Sheets,4
Florida,76
Flounders,69
Flying Saucers,44
Flying Solo,18
Foam Rubber,99
Focus Groups,95
Fondue,41
Foreign Films,84
Four-Inch Heels,65
France,12
Fraternities,5
Free Clinics,95
Frogmen,29
Galactic Noise,44
Game Sanctuaries,0
Garage Sales,61
Garlic,91
Gas Prices,72
Gen. Douglas MacArthur,31
Gentlemen,63
Geronimo,30
Getting A Raise,66
Girls Night Out,3
Gladiators,30
Going Bald,38
Graham Crackers,37
Granite,33
Grass Huts,0
Graveyards,47
Gravy,41
Grease Monkeys,23
Greece,12
Green Acres,71
Greenhouse Effect,8
Grilled Cheese,41
Ground Zero,16
Group Therapy,95
Halftime Shows,92
Hamburgers,80
Hardware Stores,61
Hash,33
Hitchhikers,28
Home Alone,84
Home Run,79
Hospitals,95
Hostages,35
Hot Tub Parties,3
Hugh Grant,2
Hugh Hefner,14
Hula-Hoops,93
Hummers,72
Hurricane Katrina,77
Husbands,63
Idaho,76
Identity Crisis,67
Identity Theft,58
Illegal Aliens,35
Income Tax,81
Inflation,22
Injustice,81
Intelligent Design,73
International Spies,35
Internet Dating,11
Iraq,12
Irish Setters,35
Iron Chef,71
Island Retreat,16
Jail,58
James Woods,2
Jane Fonda,97
Janet Jackson,43
Jennifer Anistor,97
Jet Lag,49
John Doe,27
Jahn Malkovich,2
Jugglers,35
Julia Child,97
Justin Timberlake,15
Karaoke,92
Kentucky,76
Kevin Bacon,2
Kevin Costner,2
Knights In Shining Armor,35
Krispy Kreme,37
Labor Pains,67
Lap dogs,59
Larry King,14
Lavender,54
Law School,5
Leaky Faucets,13
Learning Latin,5
Lemmings,86
Lethal Weapons,73
Lettuce,19
Liberals,89
Librarians,53
Lima Beans,91
Limosines,1
Live Bait,69
Long Division,46
Losing Your Luggage,18
Lowriders,72
Lumberjack,39
Luncheon Meat,80
M. C. Escher,14
Magicians,56
Magnetic Fields,46
Malcolm X,98
Mammoth Cave,55
Married Men,63
Mayonnaise,99
Medicinal Plants,91
Meteorologists,53
Miami Beach,87
Michael Moore,14
Mimes,35
Mint Jelly,94
Mistletoe,54
Model Prisoner,58
Mona Lisa,27
Mondays,82
Monopoly,11
Morgan Freeman,2
Mother's Day,82
Mu Shu Pork,34
Mushrooms,91
My Blue Jeans,4
My Car,22
My Dad's Car,72
My Inheritance,22
My Obituary,22
My Sweetheart,26
Nachos,80
Napoleon Dynamite,84
National Debt,81
Nebraska,76
Nelson Mandela,98
New Year's Resolution,67
New York Times,89
Nicole Kidman,97
Norway Spruce,39
Notre Dame Football,79
Nurses,53
Oklahoma City Bombing,73
Oktoberfest,3
Optic Nerves,13
Orlando,87
Owen Wilson,2
Owning Land,0
Pamela Anderson,43
Paper Shredders,25
Parachutes,93
Paradise,16
Paranoid,28
Paris Hilton,43
Park Rangers,10
Patriot Act,81
Penthouse Apartment,52
Phantom Limb,62
Pie Charts,75
Ping-Pong,79
Pneumonia,49
Pockets,4
Political Debates,89
Pomegranates,1
Ponchos,4
Poverty,81
Prescription Drugs,57
Prickly Pears,1
Primrose Path,54
Private Schools,5
Puerto Rico,12
Puppet Shows,71
Pussy Willows,9
