Game1,-1.5
Game2,-11.0
Game3,-5.0
Game4,-3.5
Game5,-4.0
Game6,-3.0
Game7,-6.0
Game8,-2.5
Game9,-6.5
Game10,-7.5
Game11,-3.5
Game12,-1.5
Game13,-5.5
Game14,0.5
Game15,-3.0
Game16,-7.0
Game17,-6.0
Game18,-5.5
Game19,-4.5
Game20,-4.0
Game21,-5.0
Game22,-5.0
Game23,-1.5
Game24,-4.5
Game25,-4.5
Game26,-7.0
Game27,-4.5
Game28,-1.5
Game29,-5.5
Game30,-4.5
Game1,-0.5
Game1,1.0
Game2,-7.5
Game3,-6.0
Game4,-4.0
Game5,-5.0
Game6,-5.0
Game7,-8.5
Game8,-4.5
Game9,-4.5
Game10,-5.5
Game1,-7.5
Game2,-6.0
Game3,-5.0
Game4,-3.0
Game5,-4.0
Game6,-6.5
Game7,-6.0
Game8,-5.0
Game9,-7.0
Game10,-5.0
Game11,-6.5
Game12,-5.0
Game13,-4.5
Game14,-4.0
Game15,-6.0
Game16,-5.0
Game17,-4.5
Game18,-4.5
Game19,-5.5
Game20,-4.0
Game21,-3.5
Game22,-3.0
Game23,-8.0
Game24,-7.5
Game25,-5.0
Game26,-3.5
Game27,-1.0
Game28,-7.0
Game29,-5.5
Game30,-7.5
